VH,VH_Times_VH,VH_VV_Ratio,VV,VV_Plus_VH,VV_Times_VH,VV_Times_VV,VV_VH_Ratio,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,DI,EVI,MNDWI,NDBI,NDTI,NDVI,State,wClass
-16.4684709637193,271.69782210521845,0.4995908711612366,-8.211855814363995,-24.68032677808329,135.2325090613219,67.45877774930196,2.0062458068532494,2478,1500,409,716,710,1239,2045,2260,2382,2569,0.37365744,1.1690672633198154,-0.55165935,0.019753087,-0.3537906,0.5407503,TN,nonWater
-17.451040883641372,304.78479030894243,0.5396620831324552,-9.394153939840972,-26.84519482348235,163.65867735847948,90.00561404237583,1.895187652995111,2720,2171,956,1322,1698,1608,2226,2351,2465,2600,0.19497581,0.349653537563822,-0.34586838,0.04918033,-0.24305755,0.18424213,TN,nonWater
-10.581811833868468,112.27611380458552,0.3391432283043663,-3.5760246549570995,-14.157836488825568,37.816715710682985,13.496726792809069,3.1354389472913478,2734,2440,1252,1472,1678,1885,2074,2037,2014,2267,0.096535794,0.311919792053472,-0.30004755,0.1516428,-0.24744377,0.09100758,TN,nonWater
-15.418616734894586,238.13597901641376,0.4730135281931786,-7.249414178577807,-22.6680309134724,111.29809654098416,54.61413961293093,2.2128206378415456,3341,2624,636,868,1326,1513,1717,1923,2084,2143,0.21677694,0.3595143236577499,-0.58755046,0.23170507,-0.5028637,0.22228739,TN,nonWater
-11.636327970129951,136.42647818688974,0.5594205356060391,-6.479412320855367,-18.11574029098532,75.63435600156656,42.13863640575882,1.797219858445244,1947,1411,453,648,792,1081,1469,1653,1742,1851,0.2835769,0.7667473769168685,-0.50057805,0.055570614,-0.37056825,0.37490135,TN,nonWater
-17.06997091558411,292.29436552332453,0.5973338416236901,-10.123615179805558,-27.19358609538967,172.11986051478473,103.6202488737607,1.7128179388528315,3651,3243,926,1224,1646,1990,2356,2430,2646,2656,0.17001115,0.4481893151667264,-0.49784616,0.15959981,-0.4519812,0.2329916,TN,nonWater
-14.029972421027264,198.273675443257,0.5794809442486345,-8.041901032611952,-22.071873453639217,112.45150442433577,64.83670972948305,1.7546287186956748,2454,1573,440,661,807,1276,1814,2036,2046,2390,0.33650133,0.8630537754249095,-0.57560194,0.09066667,-0.40823635,0.4342797,TN,nonWater
-12.265613006552872,151.0923648678994,0.4855701270929632,-5.951084234584162,-18.216697241137037,73.21854973854293,36.11047693663447,2.093063243742784,2891,2067,590,863,1192,1552,1776,2004,1936,2312,0.24455331,0.3987993138936535,-0.5402238,0.19784546,-0.4109215,0.23785166,TN,nonWater
-17.628106003640898,313.528141811128,0.6513803701314479,-11.284608957847514,-28.912714961488405,197.4982822774845,132.00859434325315,1.6353876117323565,4617,4063,1222,1748,2266,3046,3392,3607,3570,3911,0.16973853,0.4073981504623844,-0.45074627,0.12788567,-0.39838237,0.2234407,TN,nonWater
-17.608970389813376,311.2940273983518,0.5701662429950327,-10.02222459540494,-27.631194985218315,176.8493369529027,100.83498669527538,1.7598732951468323,4487,3828,1194,1692,2166,2321,2813,2978,3294,3329,0.16998722,0.3844056706652126,-0.45233858,0.15332219,-0.3869565,0.20659341,TN,nonWater
-20.38985967831117,417.60048615955935,0.7239005767295537,-14.740838797372732,-35.13069847568391,301.4801925905711,218.06031393580577,1.383860120952817,3377,2661,728,940,1290,1701,1966,2218,2202,2433,0.2154684,0.5085879991077403,-0.5645124,0.21061122,-0.4779228,0.2611684,TN,nonWater
-14.235184778078148,203.5851250027857,0.5791435398691249,-8.218824339230279,-22.454009117308427,117.20343265958635,67.89542376863137,1.737878955983063,2001,1313,328,574,537,1010,1467,1693,1810,1867,0.33766234,1.2368830159347066,-0.5541748,0.050118078,-0.39162692,0.5423945,TN,nonWater
-15.96889200699374,258.5931465116919,0.7055047918575835,-11.091981639211452,-27.060873646205195,176.9447188379244,123.73416503923332,1.449426101538786,3144,2362,650,907,1348,1554,1782,1991,2052,2141,0.22764324,0.3342195214584125,-0.5522093,0.21016166,-0.44509023,0.20705882,TN,nonWater
-14.818980776697137,219.9186200023312,0.6193174632537907,-9.169244945650004,-23.988225722347146,135.94400346914338,84.31582242207953,1.6197970526639256,2057,1378,387,523,656,886,1248,1443,1598,1669,0.31569475,0.8945868945868946,-0.5945736,0.1255814,-0.44976327,0.4179237,TN,nonWater
-21.42956860462013,464.3007606302575,0.6988748713894734,-14.969163553405371,-36.3987321580255,324.27364760551194,229.38118554594712,1.447997466465255,2824,2258,609,920,1564,1818,2051,2374,2304,2362,0.23477004,0.2597767324299656,-0.508547,0.101404056,-0.4210195,0.19131334,TN,nonWater
-22.30459963016172,504.177108252418,0.6150024699924015,-13.536337558395196,-35.84093718855692,302.3009507691536,184.315464219138,1.655971766294951,4255,3247,1344,1854,2476,3072,3383,3579,3828,3969,0.22618325,0.3927948866937827,-0.39302668,0.052826922,-0.27308372,0.214467,TN,nonWater
-13.157774964154434,173.32570896731158,0.4846489800337184,-6.359450215725136,-19.51722517987957,83.53205180993426,41.37082433874008,2.1183119886600283,1860,1104,354,520,517,828,1622,1916,2024,2172,0.41031227,1.524069579288026,-0.56302524,-0.04222451,-0.3596059,0.5930736,TN,nonWater
-22.83683288806381,522.2878510862903,0.6267792654969172,-14.292101566958502,-37.12893445502231,326.38237885984483,204.30044383447168,1.5981692508876848,2518,2169,783,1017,1389,1578,1654,1784,1808,1917,0.1517572,0.2452874370682589,-0.42461103,0.16412391,-0.36158192,0.13106036,TN,nonWater
-12.798017832890212,163.83708448297287,0.6993890935756114,-8.948359940363027,-21.74637777325324,114.52380880673586,80.09360101592519,1.4305462987359858,2635,1784,463,738,913,1301,1732,1935,2100,2191,0.30494696,0.7226348471934738,-0.5624074,0.11298838,-0.4147502,0.39395952,TN,nonWater
-22.20155992782632,494.1042279616612,0.5011689616542659,-11.087739137668471,-33.28929906549479,245.92652196181325,122.98559392508952,2.005035094318808,3251,2960,1140,1460,1730,1907,1932,2003,2040,2145,0.0896921,0.2002066649444588,-0.38017407,0.22887923,-0.33936653,0.08222812,TN,nonWater
-22.304211588279408,510.4059419930125,0.6460693727826083,-13.95851644927648,-36.262728037555895,307.56679518434674,205.73714674476756,1.6991021154691337,3415,2473,1170,1600,2202,2193,2936,3390,3580,3752,0.26400435,0.4296582688949862,-0.36191425,-0.023588277,-0.21433833,0.23832583,TN,nonWater
-30.108119649858956,916.9111612897606,0.6304835378071838,-18.85063067660619,-48.95875032646514,569.6222759044725,358.49546464765075,1.6052365567980276,4517,3763,1003,1444,2282,2568,2768,2966,3212,3234,0.1949598,0.2478017585931255,-0.51551753,0.16884461,-0.445362,0.16927557,TN,nonWater
-11.607327029943503,135.43890972355578,0.5415672773358018,-6.286613001888772,-17.89394003183228,73.37588401849139,40.35809580834244,1.8745046507343948,2102,1438,306,434,559,868,1167,1367,1508,1610,0.31703758,0.9238707165109036,-0.65772873,0.16454294,-0.5363248,0.4591195,TN,nonWater
-15.884958317899889,253.1011423957707,0.6416351221797021,-10.170479157698772,-26.05543747559865,161.6829524319565,103.69775344622973,1.5644595677115862,3638,2931,872,1268,1560,2071,2892,3236,3414,3645,0.25357747,0.7433841218925421,-0.48308194,0.031764038,-0.39604667,0.37273824,TN,nonWater
-13.57534026408205,188.04294782716508,0.5914227658826361,-7.921990175987418,-21.497330440069472,108.4150125979688,63.32103999768904,1.715318620002839,3110,2424,678,1100,1372,1690,2173,2351,2416,2603,0.22121547,0.4690869877785766,-0.47743466,0.12558813,-0.3757094,0.27560717,TN,nonWater
-11.729594502779385,138.2219969475096,0.3620739239310948,-4.211356627456204,-15.940951130235588,49.19055060386986,18.85349937278718,2.991294839266843,2366,1827,488,744,844,1300,1918,2107,2198,2285,0.27932727,0.9394948653899527,-0.5215434,0.036809817,-0.42123687,0.44510192,TN,nonWater
-14.111191868555606,199.5611594832305,0.501658173085248,-7.077287557836027,-21.18847942639162,100.055621245675,51.00730325492955,2.0247224857372754,2125,1391,489,695,807,1207,1692,1994,1892,2207,0.31640178,0.8842705786471068,-0.5070922,0.058003485,-0.3336529,0.40200076,TN,nonWater
-20.65805512615721,442.92723305659774,0.5153768891043079,-10.37640519126538,-31.03446031742258,216.93280451930443,108.43286326595064,1.979608501088906,2241,2059,688,921,1206,1331,1455,1579,1672,1732,0.13535471,0.3107495332088557,-0.4174573,0.14541273,-0.38187918,0.161918,TN,nonWater
-17.27878135822875,310.7777171327595,0.564355656756286,-9.33653830483796,-26.615319663066717,160.4293878243681,88.60760698259725,1.8873439177486817,2663,2586,1470,1794,2020,2168,2223,2291,2226,2327,0.05491423,0.1550270921131848,-0.1949742,0.08938433,-0.18082191,0.04851625,TN,nonWater
-13.449168365474378,180.98673969082012,0.4629543530090259,-6.228860537934309,-19.67802890340868,83.85413373981903,39.113085732880585,2.1749392378279984,1456,809,366,549,411,908,1892,2211,2170,2377,0.4550562,2.3242600422832984,-0.45236906,-0.1969112,-0.19145803,0.6815188,TN,nonWater
-18.569227744327844,345.4299507258252,0.454424815084714,-8.436746347973576,-27.00597409230141,156.91151487043487,71.28942640309975,2.2009418877689773,3514,2752,1002,1552,1838,2066,2435,2736,2966,3023,0.20178041,0.4351851851851852,-0.3872878,0.084567904,-0.2788104,0.23480433,TN,nonWater
-13.271644272472674,176.69581842023518,0.3402789112906019,-4.506831288171843,-17.77847556064452,59.8578292292631,21.14703129545855,3.053394189759371,2526,2212,1266,1460,1672,1812,2043,2111,2098,2225,0.114754096,0.4040212443095599,-0.26743603,0.09256055,-0.20479302,0.112997346,TN,nonWater
-18.689270946146976,350.62360610744065,0.5251945876703281,-9.805055940458953,-28.494326886605936,183.7595406335252,96.36775377827784,1.9052794545108207,3679,2706,1272,1650,2270,2380,2617,3018,3256,3252,0.228412,0.3359683794466403,-0.38074687,0.060994953,-0.24242425,0.17842925,TN,nonWater
-17.871238897984348,320.8396163624448,0.6313744575327911,-11.266941857178624,-29.13818075516297,201.9417046039296,127.77863067086696,1.5914402012879791,2804,2210,515,832,1068,1620,1967,2168,2209,2392,0.24469274,0.5998317737356744,-0.5423542,0.1186914,-0.45299146,0.34818432,TN,nonWater
-12.671009044035223,160.62336161570025,0.5802001351061876,-7.350858154967372,-20.0218671990026,93.17278786889769,54.1605638556399,1.7272270131507532,1957,1288,422,552,694,947,1331,1554,1690,1799,0.32932386,0.9256505576208178,-0.559984,0.07321086,-0.4,0.41778523,TN,nonWater
-15.222215234542729,233.7182000296145,0.5615231371936168,-8.36394039422451,-23.586155628767237,125.86473237776411,71.04208731561533,1.8654326588223105,3089,2523,962,1272,1340,2060,2452,2691,2758,2895,0.21281892,0.9891183035714286,-0.41664755,0.056610227,-0.32964426,0.34602246,TN,nonWater
-16.076881887649638,259.2734014756133,0.6121169858655535,-9.803830958505058,-25.8807128461547,157.48389952053932,96.53988162717576,1.648296309239886,2043,1314,431,566,673,895,1353,1601,1706,1816,0.33203056,1.0278606965174129,-0.5661173,0.08989064,-0.39787233,0.43421605,TN,nonWater
-14.419135456299331,209.44402879291536,0.4585949496905608,-6.604340118301381,-21.02347557460071,95.70951788491024,44.697200143529535,2.227891169232358,2813,2366,1168,1322,1372,1777,2147,2347,2346,2589,0.16627105,1.3386476085761403,-0.3605804,0.09052142,-0.28308025,0.2619688,TN,nonWater
-10.135569976777248,107.1729124305634,0.5911737341070626,-5.666025427180542,-15.801595403957789,57.2197615576472,33.40092842155206,1.8825840411707224,2370,1968,1146,1410,1478,1654,2206,2355,2144,2455,0.14394324,0.6885856079404467,-0.25396827,0.05006646,-0.1651865,0.1838763,TN,nonWater
-15.226664345875673,232.48486917958576,0.5575804084966852,-8.470178346155151,-23.69684269203082,129.02487040786707,71.79714012793153,1.7982964573457911,2567,1566,481,700,808,1285,2010,2306,2370,2610,0.37081772,1.0812681711200332,-0.5714723,0.039902776,-0.3821712,0.4915041,TN,nonWater
-11.508414492711545,133.1778056157475,0.6510883112514064,-7.443110577395662,-18.951525070107213,85.56743422235344,57.91522857483042,1.6432693822259172,2388,1715,437,610,763,1117,1361,1531,1592,1773,0.2624901,0.7162605840677381,-0.59306204,0.2,-0.4752688,0.352017,TN,nonWater
-13.872033248452418,193.2634614800912,0.5292233442922535,-7.244067441072597,-21.116100689525013,99.51477313903628,54.071439749359634,2.0028238750719045,1662,907,275,500,388,869,1860,2179,2242,2405,0.47015628,1.847717759617301,-0.53746533,-0.14856558,-0.28926796,0.70494294,TN,nonWater
-18.05143391068423,333.0583218155085,0.7042447369776351,-12.383880513431167,-30.435314424115404,223.27412263133155,153.6487107003934,1.4625007942914106,4018,2642,719,944,1334,1686,1966,2198,2426,2731,0.28494516,0.541827924977672,-0.61950827,0.24705152,-0.4735081,0.29042554,TN,nonWater
-14.953413884866118,223.8845749115773,0.3891705175119621,-5.815387599514653,-20.76880148438077,87.01321874294604,34.35767552243697,2.6219025100910787,3381,2740,727,1021,1480,1770,2389,2820,2532,3056,0.22245194,0.4412381511618152,-0.53611994,0.14358194,-0.4570593,0.26221335,TN,nonWater
-11.337844141524696,129.4766252531328,0.50420598048465,-5.671387417635057,-17.00923155915975,64.29024706470723,32.20224808283168,2.001969680500736,2052,1298,472,662,636,1049,1690,1938,2020,2205,0.3501326,1.5063125816282108,-0.51215917,0.007858546,-0.3244898,0.5210843,TN,nonWater
-6.1431013281316345,39.59848287454096,-0.4996221601136505,2.8400428883443984,-3.303058439787236,-17.19023786271513,9.994298470946148,-2.598294091611168,3193,3281,1656,1988,2138,2063,2191,2254,2490,2405,0.037801314,0.3035529492928596,-0.23258059,0.12370227,-0.24539761,0.076058775,TN,nonWater
-24.307221930598143,593.5199262588143,0.7663310200045922,-18.495726608945763,-42.80294853954391,448.6848434438994,342.5847703755704,1.3184787248616332,4002,3464,852,1350,2384,2724,2758,2915,3088,3057,0.19119623,0.1599563755339453,-0.4955157,0.12891397,-0.43913585,0.12865497,TN,nonWater
-13.41670667997744,180.3278813795484,0.5387318124056147,-7.202900758220346,-20.619607438197782,96.46932763825026,54.015616714620926,1.950236585939112,1750,997,468,603,467,924,1932,2293,2400,2431,0.44347826,2.854400472533963,-0.48746282,-0.15662651,-0.24625,0.6742239,TN,nonWater
-18.633651266079667,347.7871131210968,0.5667595185882622,-10.53673575930041,-29.170387025380062,196.23874656880145,111.89289662548543,1.7843411512890843,4111,3201,888,1246,1802,2146,2400,2599,2768,2937,0.21472718,0.3489380147377546,-0.53481424,0.19523187,-0.43962222,0.21137856,TN,nonWater
-21.81352153474598,485.363252842139,0.5004905234565484,-10.835953528528668,-32.64947506327464,238.8946133313472,119.68397304352877,2.0293146184628026,3119,2821,1076,1482,2044,1943,2176,2233,2765,2524,0.1551978,0.2589798850574712,-0.35579222,0.060163155,-0.31117824,0.14992721,TN,nonWater
-13.739009022435791,188.83742748408804,0.4861336229189468,-6.67062738442398,-20.40963640685977,91.57344996906689,44.67287324259652,2.069336341999359,2229,1791,587,758,896,1179,1502,1635,1996,1840,0.24741659,0.9257700723783876,-0.49246734,0.055147927,-0.40525696,0.38035962,TN,nonWater
-13.27246349898896,176.7523290314167,0.6583794653489704,-8.679122537857605,-21.95158603684657,114.812049164681,75.71485031683575,1.5426573427096135,2094,1398,414,551,625,887,1243,1340,1558,1623,0.30405286,1.0583030852994555,-0.58336484,0.1467689,-0.43458185,0.4273935,TN,nonWater
-11.127888653512713,124.95453493082168,0.6101488083618362,-6.711273229870113,-17.839161883382822,74.43993519938566,45.11526489186954,1.6663892446072286,1727,1032,309,453,437,786,1464,1719,1734,1930,0.39951476,1.589850453542535,-0.5844037,-0.002022537,-0.389899,0.5974206,TN,nonWater
-19.061460271572766,364.1735117755877,0.5530569017821193,-10.545017915258464,-29.60647818683122,201.52632995656063,111.87243062879476,1.8135369172278868,3199,2076,659,1016,1050,1741,3708,4273,3968,4550,0.3972122,1.3695672580493756,-0.5179122,-0.10729734,-0.34282017,0.58150655,TN,nonWater
-14.065514546408384,198.91237225905,0.57932154153938,-8.122262014446322,-22.18777656085471,114.47508023387527,66.26232840915512,1.7356706326722997,2345,1573,412,562,789,1021,1301,1455,1668,1756,0.3054652,0.6632961062481135,-0.6133471,0.16870172,-0.4735363,0.35775337,TN,nonWater
-16.704555589900217,279.3017257715064,0.4593484076676146,-7.668219308295065,-24.37277489819529,128.12470324843784,59.02194387934003,2.1857255410455463,2731,1946,413,664,766,1264,1763,2048,2380,2339,0.32392177,1.040082484856296,-0.60883653,0.06867541,-0.49118775,0.51303244,TN,nonWater
-16.478116585622363,276.2747435455285,0.5920438227428295,-9.780928444678514,-26.259045030300875,164.55013029829388,103.06174519270914,1.7692759366195032,4059,3272,927,1296,1948,2145,2312,2607,2950,2937,0.21084909,0.3258960515188968,-0.5159664,0.15822513,-0.43257442,0.20457329,TN,nonWater
-15.017548119212575,225.6781331010416,0.5742530841714982,-8.610916183938313,-23.62846430315089,129.20732663440714,77.1869687412503,1.810185426218756,2497,1695,493,700,930,1230,1657,1852,2036,2049,0.30860278,0.7054471233575711,-0.56208944,0.10169865,-0.41544884,0.3728928,TN,nonWater
-15.084308202632254,227.695561824708,0.0881805865789664,-1.3282910637851175,-16.41259926641737,20.01905425727524,4.162452316552243,21.068937608136668,2572,2298,1170,1384,1602,1864,2031,2089,1918,2165,0.098874204,0.2866473149492017,-0.30030334,0.14565702,-0.24823466,0.08977272,TN,nonWater
-16.81204396442259,283.7760203300188,0.7388695244154332,-12.38972865527484,-29.201772619697437,208.55197423818328,154.43868804587626,1.3631926790569835,3578,2553,710,932,1332,1917,2280,2603,2468,3003,0.26870212,0.5529595015576324,-0.5866962,0.18359245,-0.4651363,0.29894736,TN,nonWater
-16.404745347656856,270.843626018679,0.320909376236276,-5.107265424749271,-21.51201077240613,81.73278305641973,28.521787777211404,3.686349326398504,3273,3116,1324,1698,2028,2008,2236,2330,2596,2562,0.09875503,0.2936918304033092,-0.31683767,0.11535185,-0.29455754,0.12283737,TN,nonWater
-15.63216146393758,245.03839987674192,0.5691475841247157,-8.83170168511777,-24.46386314905536,137.45945208101134,78.58576647477007,1.790064489945034,2079,1363,514,713,740,1164,1946,2236,2186,2401,0.34521368,1.3041125541125542,-0.489255,-0.025087925,-0.31310213,0.49419,TN,nonWater
-12.81701161494903,165.40805488726554,0.5307468593420565,-6.748127715219596,-19.565139330168623,86.43137728387477,45.55884265481526,1.9016091214045572,1809,1011,431,654,461,979,1925,2200,2384,2475,0.4315466,2.5058639562157934,-0.46894032,-0.13713332,-0.21441442,0.6759227,TN,nonWater
-13.442342722496374,182.9320109260817,0.6306147755130163,-8.451330961336494,-21.893673683832866,114.5613720392325,72.69951183237852,1.60450951595751,2766,1912,636,763,1023,1371,1658,1899,2020,2157,0.28293794,0.735467689583948,-0.5675829,0.15587129,-0.4295327,0.3276372,TN,nonWater
-16.901198733583247,287.6076885389514,0.2862111780117335,-4.595337509478121,-21.496536243061367,74.14229641588106,29.154809532896053,17.68853406232022,2645,1987,683,951,1220,1351,2591,3410,2958,3564,0.31202435,0.8426258120818385,-0.47107896,-0.05586293,-0.35262084,0.4159885,TN,nonWater
-12.885924522653813,168.24363641385392,0.6605894543970561,-8.368267849778155,-21.25419237243197,107.2624472297584,70.79009214482204,1.5653244197751437,2273,1752,466,595,810,960,1173,1386,1440,1578,0.22541255,0.5612972202423379,-0.5850767,0.22434689,-0.49296975,0.28,TN,nonWater
-14.74697629181967,217.6865833854505,0.5194806620083687,-7.646556520347861,-22.393532812167525,112.66939011603468,58.58866795340003,1.934074859441295,2117,1392,396,578,619,1027,1600,1780,2012,2008,0.35399246,1.2631483496554226,-0.5710575,0.025429886,-0.41319796,0.5294565,TN,nonWater
-14.74990016673797,218.7522699621716,0.645028087031138,-9.478127623664616,-24.22802779040258,140.0465761430466,90.01762368544563,1.5565908136942432,2726,1735,494,804,850,1295,2270,2649,3033,3061,0.3880453,1.2322194626326484,-0.5444759,-0.053307865,-0.3666798,0.56219417,TN,nonWater
-15.847772013043633,252.52043312421043,0.6116477114471758,-9.58457903044978,-25.43235104349341,150.93298434874563,92.53966370571912,1.6775085164330743,2715,2148,683,877,1156,1395,1723,1962,2094,2213,0.2277253,0.5999744147371114,-0.51169264,0.12913288,-0.4201653,0.28861538,TN,nonWater
-16.239738562340342,263.78677451972817,0.5075909247345068,-8.243353049520564,-24.48309161186091,133.90345308889678,68.09970915431789,1.97392374442256,2188,1233,480,948,614,1575,3349,3914,4476,4032,0.50684005,2.116860337645253,-0.39540815,-0.34333733,-0.130674,0.75874263,TN,nonWater
-17.471247446751587,305.97040314798943,0.6491924038646609,-11.322394673682853,-28.79364212043444,197.9549222120672,128.30297079389413,1.543304221853712,3666,2862,803,1172,1646,2188,2526,2770,2714,2975,0.22527367,0.4064854989723681,-0.5155023,0.1492163,-0.41893902,0.24495412,TN,nonWater
-19.710587583380335,390.4218802001321,0.5492145877061549,-10.735222983989534,-30.445810567369875,210.8013676508983,115.93068219178856,1.8557979567105107,3806,3348,982,1404,2142,2290,2525,2687,2908,2774,0.1711146,0.2280848022868032,-0.46103647,0.13375038,-0.4090909,0.15168317,TN,nonWater
-20.38186643582967,415.5621330884071,0.5878021566112085,-11.975218693270731,-32.3570851291004,244.05237405657385,143.41074356530882,1.7022363230187472,3937,3197,1254,1768,2302,2537,2771,2991,3372,3301,0.19097279,0.3438303341902313,-0.38019282,0.07730196,-0.2878147,0.18857948,TN,nonWater
-13.162375129781656,173.42853830690277,0.6182663112607064,-8.123072843781596,-21.28544797356326,106.8376894306056,66.05073131773739,1.6231688015091186,2237,1661,535,755,949,1204,1602,1795,1856,1961,0.25764325,0.6408082520842164,-0.49532086,0.09308576,-0.375,0.32335114,TN,nonWater
-22.268346662303955,501.9960066372968,0.5623203602344812,-12.266267116547574,-34.53461377885152,271.30561035833887,151.105086824384,1.8346445885593377,4620,3465,1648,2250,3168,3476,3717,4001,4272,4398,0.21749847,0.2527241095137807,-0.34497815,0.0391363,-0.21259843,0.14838709,TN,nonWater
-15.030986961225842,233.95529969676468,0.597397981672943,-8.731297455389353,-23.7622844166152,131.7896477150443,77.69135273781738,1.7450688906161638,2656,1326,415,827,512,1461,3622,4170,4188,4641,0.52139604,2.215258527178498,-0.52512205,-0.2238457,-0.23176962,0.7821277,TN,nonWater
-11.84273673502432,140.54389588498435,0.4563098676995619,-5.396109641285287,-17.238846376309613,63.9467006084305,29.30223605876656,2.2085217699412314,2443,1772,467,711,784,1292,1780,2007,2206,2238,0.30370164,1.0429807833357785,-0.54914397,0.050978705,-0.42730567,0.47558528,TN,nonWater
-11.204503339034623,127.1653865580699,0.4388209071664935,-4.8153942935302325,-16.019897632564852,53.61147488616114,23.29257452371077,2.352604567246229,3058,2253,923,1124,1432,1857,2097,2331,2310,2563,0.22767295,0.551438261524934,-0.46245816,0.13934426,-0.3343204,0.2346339,TN,nonWater
-13.480771771262257,183.4291500754821,0.5325955494989651,-7.091482665110181,-20.57225443637244,95.27994403263476,50.87887956954263,1.9319028451309508,2629,1868,520,653,957,1175,1410,1624,1814,1934,0.2759908,0.5858627290128521,-0.6020719,0.18343462,-0.4819516,0.30927464,TN,nonWater
-13.59765624758552,186.1809452782746,0.6708327610466449,-9.07433640124847,-22.671992648833985,123.61276989794186,82.4061870808044,1.4968513952023128,2728,1662,511,759,784,1218,2054,2356,2456,2680,0.36331362,1.255820940363527,-0.5646688,0.052469134,-0.37298638,0.5160494,TN,nonWater
-13.798653523683514,191.4946533302111,0.1895270367187674,-2.654829496659047,-16.453483020342563,37.40257445209444,7.752290321393124,5.783298165557071,2800,2490,1290,1438,1656,1986,2020,2203,2010,2316,0.10093843,0.3895246478873239,-0.32137802,0.16424116,-0.26782078,0.09656301,TN,nonWater
-21.186475317673096,450.7623876719353,0.5618627105936357,-11.805639721748856,-32.99211503942194,249.02929526311183,140.19795217613745,1.8130528325483457,2525,2265,601,857,1344,1515,1646,1762,1788,1857,0.1601883,0.2076512954821812,-0.4931993,0.17087874,-0.45099294,0.14176245,TN,nonWater
-21.91437994930758,491.4318471997003,0.5328890617963229,-11.462647903192792,-33.377027852500376,252.51277580597477,131.7333264639031,1.907171601013133,3523,2841,1470,1902,2126,2717,2939,3094,2878,3253,0.14877962,0.4078091106290672,-0.29880184,0.100765504,-0.19797596,0.15027978,TN,nonWater
-19.82855140155855,393.3803765679607,0.6099309152576696,-12.084457300185532,-31.91300870174408,239.5578857079374,146.09963872846328,1.6419897336373237,3851,2580,1032,1322,1676,1954,2355,2684,2994,3150,0.27384385,0.6204104688382602,-0.4888846,0.12520088,-0.32239878,0.28222698,TN,nonWater
-14.723338729174792,217.84953848101705,0.2886398398264325,-4.235510420797434,-18.95884914997222,62.47528023457864,18.13203473572103,3.51133723215364,2641,2155,897,1166,1476,1535,2179,2412,2166,2643,0.1828248,0.4015830520311954,-0.38744417,0.09881423,-0.29780185,0.18945634,TN,nonWater
-15.842623769619362,251.50839395949836,0.7878883063167367,-12.465262517504907,-28.30788628712427,197.60686249218088,156.25361543472852,1.2771476819459755,3617,2542,827,1202,1526,2095,2520,2885,2880,3348,0.26882142,0.5801696803496443,-0.5011413,0.113436975,-0.35790598,0.30730823,TN,nonWater
-7.69692904168097,64.21109192603268,0.2720603663111038,-1.5621102479437852,-9.259039289624756,10.25503867192275,3.1028606139626373,6.861788930299047,2159,1864,1044,1146,1208,1696,1946,2144,1706,2201,0.12436364,1.106666666666667,-0.3065053,0.117205694,-0.2385382,0.17089911,TN,nonWater
-15.254265250116037,232.7109299753305,0.7181925574944815,-10.963021665048265,-26.217286915164298,167.35997997905451,121.22420621528644,1.4028557721825592,3030,1955,438,594,745,1014,1430,1671,1798,2049,0.30893317,0.8822050938337801,-0.6721854,0.25517812,-0.5339349,0.41407785,TN,nonWater
-14.181348843340269,201.45099373778828,0.6951887111745929,-9.818180614061454,-23.999529457401724,138.8836515967177,96.78483875210398,1.4540805050151535,2644,1934,904,1198,1378,1637,2457,2745,2846,2934,0.27348644,0.8465974625144175,-0.37636647,-0.03679417,-0.23499362,0.34753788,TN,nonWater
-14.739731376719448,221.34524351860836,0.4969902527167595,-7.246709610308311,-21.986440987027752,107.76118165411236,55.7430724754771,2.213664286316298,3235,2632,976,1442,1802,2096,2517,2707,2822,2888,0.19573586,0.4038004750593824,-0.3833654,0.06818557,-0.29209623,0.22058824,TN,nonWater
-16.358601247534214,267.81394428551704,0.5977141345748311,-9.778170174686617,-26.13677142222084,160.08679176441788,96.42468413341707,1.6862596168270878,3006,2273,1312,1810,2248,2410,2927,3149,3416,3232,0.22265588,0.4133050247699929,-0.24833886,-0.06384304,-0.11339701,0.2062147,TN,nonWater
-15.824896377201046,251.70176217655325,0.4570625320914446,-7.161149211996024,-22.986045589197072,112.77951285378744,52.08977318360324,2.2623445848255104,2871,2390,1182,1458,1572,2068,2372,2569,2454,2723,0.16101603,0.7296492389146261,-0.32640332,0.07830986,-0.24220374,0.21907601,TN,nonWater
-21.30818379419614,455.5314714513109,0.4938693977843807,-10.521876363439173,-31.830060157635323,224.8675815449336,112.37901334046254,2.0560669422722597,3533,3076,719,1064,1618,1771,1919,2116,2286,2307,0.16859123,0.2529344945096554,-0.5370894,0.214298,-0.48599035,0.17110656,TN,nonWater
-13.685815427014036,188.60875362349876,0.4497517125323558,-6.152207772147261,-19.83802319916129,84.74197142169042,38.14089462372225,2.226940502353122,1892,1134,433,647,684,1007,1739,1991,2088,2194,0.38170457,1.191648277032762,-0.49035054,-0.049246233,-0.27344188,0.5064935,TN,nonWater
-12.498864745098068,157.10676031205887,0.5926898756884748,-7.333401086206095,-19.832265831304163,91.17997190220424,54.18458839119067,1.7264945789908202,2854,2019,484,720,935,1359,1771,2003,2104,2313,0.28829414,0.715422276621787,-0.59709007,0.15127067,-0.4742607,0.384666,TN,nonWater
